Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD1031,Ganesh,Snacks,Noodles,Coimbatore,10/17/2017,East,1177,0.31,411.95,Tamil Nadu
OD1032,Haseena,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,07-03-2018,East,1398,0.3,489.3,Tamil Nadu
OD1033,Rumaiza,Snacks,Chocolates,Perambalur,09-02-2015,East,1379,0.33,441.28,Tamil Nadu
OD1034,Malik,Oil & Masala,Spices,Virudhunagar,12-01-2015,East,2222,0.33,688.82,Tamil Nadu
OD1035,Sabeela,Food Grains,Atta & Flour,Dharmapuri,12-05-2018,East,1540,0.21,569.8,Tamil Nadu
OD1036,Peer,Beverages,Health Drinks,Chennai,08-09-2016,East,2273,0.31,909.2,Tamil Nadu
OD1037,Anu,Fruits & Veggies,Fresh Fruits,Dindigul,12-01-2015,East,1655,0.2,264.8,Tamil Nadu
OD1038,Ravi,Snacks,Cookies,Namakkal,12-04-2017,East,604,0.33,126.84,Tamil Nadu
OD1039,Amrish,"Eggs, Meat & Fish",Mutton,Karur,08-09-2016,East,1123,0.23,505.35,Tamil Nadu
OD1040,Amrish,Beverages,Health Drinks,Virudhunagar,5/17/2017,East,517,0.33,82.72,Tamil Nadu
OD1041,Muneer,Fruits & Veggies,Organic Vegetables,Dindigul,03-09-2017,East,1274,0.23,445.9,Tamil Nadu
OD1042,Hussain,"Eggs, Meat & Fish",Chicken,Namakkal,09-10-2015,East,1414,0.12,622.16,Tamil Nadu
OD1043,Krithika,Beverages,Health Drinks,Vellore,2/14/2017,East,2476,0.19,891.36,Tamil Nadu
OD1044,Komal,Food Grains,Atta & Flour,Tenkasi,4/21/2018,East,1466,0.35,659.7,Tamil Nadu
OD1045,Mathew,Food Grains,Organic Staples,Dindigul,10/14/2015,East,1807,0.35,704.73,Tamil Nadu
OD1046,Jonas,Fruits & Veggies,Fresh Vegetables,Dindigul,07-08-2015,East,1998,0.16,119.88,Tamil Nadu
OD1047,Hussain,Bakery,Cakes,Ooty,6/29/2016,East,768,0.26,299.52,Tamil Nadu
OD1048,Ramesh,Food Grains,Atta & Flour,Perambalur,11/14/2017,East,729,0.25,51.03,Tamil Nadu
OD1049,Esther,Bakery,Biscuits,Salem,9/20/2015,East,684,0.19,294.12,Tamil Nadu
OD1050,Jackson,Snacks,Cookies,Vellore,10-04-2015,East,842,0.11,370.48,Tamil Nadu
OD1051,Peer,Bakery,Breads & Buns,Karur,3/26/2018,East,1838,0.14,257.32,Tamil Nadu
OD1052,Vidya,Oil & Masala,Spices,Coimbatore,9/20/2015,East,681,0.28,81.72,Tamil Nadu
OD1053,James,Oil & Masala,Edible Oil & Ghee,Karur,11/20/2018,East,1733,0.25,207.96,Tamil Nadu
OD1054,Yusuf,Oil & Masala,Masalas,Ooty,02-11-2018,East,1678,0.32,755.1,Tamil Nadu
OD1055,Ridhesh,"Eggs, Meat & Fish",Eggs,Theni,05-03-2017,East,1862,0.16,819.28,Tamil Nadu
OD1056,Willams,Beverages,Health Drinks,Pudukottai,12-10-2018,East,1015,0.22,294.35,Tamil Nadu
OD1057,Ganesh,Snacks,Cookies,Kanyakumari,9/18/2017,East,650,0.35,253.5,Tamil Nadu
OD1058,Ravi,Beverages,Health Drinks,Coimbatore,4/17/2018,East,2120,0.25,742,Tamil Nadu
OD1059,Verma,Beverages,Health Drinks,Dindigul,9/16/2018,East,678,0.31,47.46,Tamil Nadu
OD1060,Sudha,Bakery,Biscuits,Tirunelveli,12-01-2018,East,1436,0.33,516.96,Tamil Nadu
OD1061,Willams,Fruits & Veggies,Organic Fruits,Pudukottai,12-10-2018,East,2464,0.35,837.76,Tamil Nadu
OD1062,Amrish,Bakery,Cakes,Virudhunagar,07-11-2016,East,1268,0.16,63.4,Tamil Nadu
OD1063,Shree,Oil & Masala,Masalas,Krishnagiri,12/15/2016,East,601,0.22,246.41,Tamil Nadu
OD1064,Jonas,Fruits & Veggies,Organic Fruits,Ramanadhapuram,07-11-2016,East,1482,0.16,548.34,Tamil Nadu
OD1065,Sheeba,Oil & Masala,Spices,Trichy,9/14/2018,East,1495,0.18,343.85,Tamil Nadu
OD1066,Surya,Fruits & Veggies,Organic Fruits,Virudhunagar,11/23/2018,East,1939,0.1,135.73,Tamil Nadu
OD1067,Sundar,Fruits & Veggies,Organic Vegetables,Pudukottai,12/30/2017,East,1948,0.22,642.84,Tamil Nadu
OD1068,Ram,Fruits & Veggies,Organic Vegetables,Dharmapuri,9/18/2017,East,619,0.31,229.03,Tamil Nadu
OD1069,Malik,Oil & Masala,Masalas,Krishnagiri,10/15/2015,East,525,0.16,157.5,Tamil Nadu
OD1070,Ganesh,Bakery,Breads & Buns,Ooty,9/14/2018,East,784,0.19,266.56,Tamil Nadu
OD1071,Peer,Food Grains,Organic Staples,Karur,2/14/2017,East,2123,0.15,148.61,Tamil Nadu
OD1072,Roshan,"Eggs, Meat & Fish",Mutton,Dindigul,11/30/2018,East,1656,0.16,629.28,Tamil Nadu
OD1073,Willams,Bakery,Cakes,Vellore,07-11-2016,East,967,0.29,251.42,Tamil Nadu
OD1074,Amy,Beverages,Health Drinks,Salem,10/21/2015,East,1137,0.15,466.17,Tamil Nadu
OD1075,Sudha,Beverages,Health Drinks,Coimbatore,08-09-2016,East,1596,0.16,526.68,Tamil Nadu
OD1076,Sheeba,Oil & Masala,Masalas,Bodi,07-07-2018,East,722,0.31,259.92,Tamil Nadu
OD1077,Shree,Food Grains,Dals & Pulses,Theni,7/28/2017,East,1419,0.26,85.14,Tamil Nadu
OD1078,Anu,Oil & Masala,Masalas,Trichy,5/30/2018,South,900,0.17,405,Tamil Nadu
OD1079,Vinne,Fruits & Veggies,Fresh Vegetables,Karur,12-02-2018,South,2097,0.26,880.74,Tamil Nadu
OD1080,Shah,Bakery,Biscuits,Perambalur,04-07-2015,South,589,0.25,170.81,Tamil Nadu
OD1081,Adavan,Bakery,Cakes,Chennai,11-05-2017,South,1069,0.2,288.63,Tamil Nadu
OD1082,Ridhesh,Beverages,Soft Drinks,Tirunelveli,02-06-2018,South,1216,0.2,231.04,Tamil Nadu
OD1083,Yadav,Food Grains,Atta & Flour,Tenkasi,12-05-2017,South,859,0.34,180.39,Tamil Nadu
OD1084,Ridhesh,Oil & Masala,Edible Oil & Ghee,Tenkasi,5/30/2018,South,2301,0.31,161.07,Tamil Nadu
OD1085,Hafiz,Bakery,Biscuits,Karur,10/22/2017,South,805,0.27,193.2,Tamil Nadu
OD1086,Ganesh,"Eggs, Meat & Fish",Fish,Cumbum,10/13/2018,South,2021,0.23,848.82,Tamil Nadu
OD1087,Sudeep,Snacks,Cookies,Dindigul,04-08-2017,South,1364,0.22,95.48,Tamil Nadu
OD1088,Vince,Beverages,Soft Drinks,Namakkal,11-05-2017,South,1032,0.26,206.4,Tamil Nadu
OD1089,Aditi,"Eggs, Meat & Fish",Fish,Salem,4/16/2016,South,2388,0.35,597,Tamil Nadu
OD1090,Roshan,Bakery,Cakes,Chennai,12-09-2017,South,924,0.35,120.12,Tamil Nadu
OD1091,Esther,Fruits & Veggies,Fresh Fruits,Karur,4/16/2016,South,615,0.35,221.4,Tamil Nadu
OD1092,Harish,Oil & Masala,Masalas,Chennai,11/21/2016,South,1085,0.14,455.7,Tamil Nadu
OD1093,Roshan,Oil & Masala,Edible Oil & Ghee,Theni,09-05-2015,South,2151,0.34,795.87,Tamil Nadu
OD1094,Sharon,"Eggs, Meat & Fish",Mutton,Dharmapuri,11/30/2016,South,1073,0.33,397.01,Tamil Nadu
OD1095,Jackson,Snacks,Chocolates,Pudukottai,05-01-2018,South,951,0.3,95.1,Tamil Nadu
OD1096,Ridhesh,Food Grains,Rice,Viluppuram,12-10-2018,South,745,0.15,149,Tamil Nadu
OD1097,Amrish,Food Grains,Rice,Coimbatore,12/25/2018,South,1850,0.3,388.5,Tamil Nadu
OD1098,Akash,Beverages,Soft Drinks,Perambalur,11-11-2018,South,1757,0.32,597.38,Tamil Nadu
OD1099,Yusuf,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,05-01-2017,South,2191,0.21,810.67,Tamil Nadu
OD1100,Aditi,Oil & Masala,Masalas,Ramanadhapuram,9/29/2018,West,1532,0.28,337.04,Tamil Nadu
OD1101,James,Oil & Masala,Edible Oil & Ghee,Tenkasi,3/13/2016,West,1423,0.16,156.53,Tamil Nadu
OD1102,Arutra,Snacks,Chocolates,Tirunelveli,10/30/2018,West,1673,0.34,602.28,Tamil Nadu
OD1103,Surya,Fruits & Veggies,Organic Fruits,Kanyakumari,12-08-2018,West,1108,0.25,409.96,Tamil Nadu
OD1104,Sudeep,Beverages,Health Drinks,Trichy,09-12-2018,West,1637,0.33,343.77,Tamil Nadu
OD1105,Vince,Oil & Masala,Masalas,Dharmapuri,10/14/2018,West,2389,0.35,238.9,Tamil Nadu
OD1106,Surya,Fruits & Veggies,Organic Vegetables,Viluppuram,09-07-2018,West,566,0.31,249.04,Tamil Nadu
OD1107,Ravi,Snacks,Chocolates,Krishnagiri,11/16/2018,West,1353,0.3,432.96,Tamil Nadu
OD1108,Veena,Beverages,Soft Drinks,Virudhunagar,11/15/2015,West,2410,0.22,241,Tamil Nadu
OD1109,Arvind,Fruits & Veggies,Fresh Fruits,Virudhunagar,7/20/2015,West,1008,0.29,372.96,Tamil Nadu
OD1110,Haseena,Beverages,Health Drinks,Ramanadhapuram,4/21/2018,West,1734,0.2,173.4,Tamil Nadu
OD1111,Malik,Snacks,Cookies,Tirunelveli,08-12-2018,West,1066,0.3,234.52,Tamil Nadu
OD1112,Ramesh,Snacks,Cookies,Virudhunagar,8/21/2018,West,1197,0.12,418.95,Tamil Nadu
OD1113,Malik,Bakery,Cakes,Salem,11/24/2015,West,758,0.11,90.96,Tamil Nadu
OD1114,Adavan,Food Grains,Atta & Flour,Dindigul,5/27/2018,West,2181,0.12,545.25,Tamil Nadu
OD1115,Amrish,"Eggs, Meat & Fish",Eggs,Karur,09-07-2018,West,1702,0.34,238.28,Tamil Nadu
OD1116,Vinne,"Eggs, Meat & Fish",Chicken,Madurai,07-04-2017,West,2439,0.3,1097.55,Tamil Nadu
OD1117,Krithika,"Eggs, Meat & Fish",Fish,Theni,12-03-2017,West,1226,0.28,294.24,Tamil Nadu
OD1118,Ram,Fruits & Veggies,Organic Vegetables,Bodi,7/31/2018,West,834,0.11,366.96,Tamil Nadu
OD1119,Peer,Oil & Masala,Spices,Dharmapuri,11-04-2017,West,1137,0.32,238.77,Tamil Nadu
OD1120,Adavan,Fruits & Veggies,Organic Fruits,Kanyakumari,6/17/2017,West,2102,0.1,210.2,Tamil Nadu
OD1121,Sharon,"Eggs, Meat & Fish",Mutton,Karur,1/31/2015,West,1820,0.23,819,Tamil Nadu
OD1122,Vinne,Bakery,Biscuits,Nagercoil,07-04-2017,West,1088,0.27,108.8,Tamil Nadu
OD1123,Esther,Oil & Masala,Masalas,Cumbum,9/29/2018,West,1555,0.1,279.9,Tamil Nadu
OD1124,Ganesh,Snacks,Cookies,Coimbatore,03-07-2015,West,610,0.21,54.9,Tamil Nadu
OD1125,Mathew,Snacks,Chocolates,Madurai,10-02-2016,West,2440,0.12,244,Tamil Nadu
OD1126,Muneer,"Eggs, Meat & Fish",Mutton,Ooty,8/22/2018,West,1167,0.17,198.39,Tamil Nadu
OD1127,Veena,Food Grains,Atta & Flour,Kanyakumari,11/23/2015,West,1234,0.19,74.04,Tamil Nadu
OD1128,Suresh,Fruits & Veggies,Fresh Fruits,Kanyakumari,11-03-2017,West,1389,0.28,555.6,Tamil Nadu
OD1129,Ram,"Eggs, Meat & Fish",Fish,Tirunelveli,10-11-2015,West,1285,0.17,385.5,Tamil Nadu
OD1130,Suresh,Oil & Masala,Masalas,Namakkal,6/20/2017,West,1239,0.29,322.14,Tamil Nadu
OD1131,Yadav,Bakery,Breads & Buns,Dindigul,10/30/2018,West,1831,0.16,109.86,Tamil Nadu
OD1132,Arutra,Beverages,Soft Drinks,Karur,12/20/2015,West,1605,0.29,497.55,Tamil Nadu
OD1133,James,Bakery,Cakes,Cumbum,12/20/2015,West,2343,0.31,328.02,Tamil Nadu
OD1134,Peer,Oil & Masala,Spices,Ooty,04-12-2017,West,840,0.21,67.2,Tamil Nadu
OD1135,Komal,Beverages,Soft Drinks,Coimbatore,4/23/2018,West,2467,0.23,888.12,Tamil Nadu
OD1136,Sabeela,Snacks,Chocolates,Chennai,6/17/2017,West,1004,0.23,100.4,Tamil Nadu
OD1137,Komal,Fruits & Veggies,Fresh Fruits,Namakkal,05-05-2017,West,617,0.18,252.97,Tamil Nadu
OD1138,Sudeep,Bakery,Cakes,Perambalur,8/21/2018,West,1652,0.21,710.36,Tamil Nadu
OD1139,Veronica,Fruits & Veggies,Fresh Fruits,Coimbatore,10-01-2017,West,732,0.34,175.68,Tamil Nadu
OD1140,Hussain,Fruits & Veggies,Organic Fruits,Bodi,10-01-2018,West,1231,0.11,110.79,Tamil Nadu
OD1141,Kumar,"Eggs, Meat & Fish",Mutton,Salem,6/17/2017,West,1586,0.18,317.2,Tamil Nadu
OD1142,Ram,Oil & Masala,Masalas,Madurai,11/23/2015,West,1425,0.12,384.75,Tamil Nadu
OD1143,Anu,Snacks,Chocolates,Chennai,1/27/2016,West,1018,0.11,274.86,Tamil Nadu
OD1144,Muneer,Snacks,Noodles,Trichy,6/16/2018,West,1810,0.35,307.7,Tamil Nadu
OD1145,James,"Eggs, Meat & Fish",Chicken,Virudhunagar,10/30/2018,West,621,0.33,111.78,Tamil Nadu
OD1146,Aditi,Beverages,Health Drinks,Nagercoil,05-05-2018,West,2300,0.12,805,Tamil Nadu
OD1147,Yusuf,Snacks,Chocolates,Bodi,1/19/2015,West,1064,0.12,457.52,Tamil Nadu
OD1148,Sabeela,Fruits & Veggies,Fresh Vegetables,Dindigul,12/17/2016,Central,1298,0.25,64.9,Tamil Nadu
OD1149,Arutra,Fruits & Veggies,Fresh Vegetables,Bodi,10/15/2016,Central,613,0.14,275.85,Tamil Nadu
OD1150,Sundar,Bakery,Breads & Buns,Viluppuram,10/22/2018,Central,1857,0.31,761.37,Tamil Nadu
OD1151,Vidya,Fruits & Veggies,Organic Fruits,Namakkal,12/17/2016,Central,1753,0.13,350.6,Tamil Nadu
OD1152,Sabeela,"Eggs, Meat & Fish",Eggs,Bodi,12/17/2016,Central,2209,0.13,287.17,Tamil Nadu
OD1153,Vinne,"Eggs, Meat & Fish",Eggs,Vellore,12-10-2017,Central,2126,0.24,106.3,Tamil Nadu
OD1154,Rumaiza,Bakery,Breads & Buns,Theni,09-07-2018,Central,1154,0.24,80.78,Tamil Nadu
OD1155,Peer,Bakery,Cakes,Perambalur,09-01-2018,Central,665,0.26,252.7,Tamil Nadu
OD1156,Peer,Bakery,Cakes,Bodi,12/17/2016,Central,2338,0.31,116.9,Tamil Nadu
OD1157,Akash,Snacks,Chocolates,Cumbum,12-11-2018,Central,2253,0.14,292.89,Tamil Nadu
OD1158,Jonas,Fruits & Veggies,Organic Vegetables,Trichy,10/30/2018,Central,1082,0.21,194.76,Tamil Nadu
OD1159,Vinne,Food Grains,Dals & Pulses,Viluppuram,10/15/2016,Central,1192,0.26,298,Tamil Nadu
OD1160,Veena,Beverages,Soft Drinks,Madurai,5/26/2017,Central,1190,0.12,226.1,Tamil Nadu
OD1161,Veena,Fruits & Veggies,Organic Fruits,Coimbatore,12-11-2018,Central,1405,0.29,266.95,Tamil Nadu
OD1162,Ramesh,Oil & Masala,Masalas,Madurai,10/30/2018,Central,1603,0.2,721.35,Tamil Nadu
OD1163,Arvind,Food Grains,Atta & Flour,Chennai,8/25/2016,Central,1996,0.12,658.68,Tamil Nadu
OD1164,Komal,Beverages,Soft Drinks,Coimbatore,12/14/2018,Central,940,0.24,347.8,Tamil Nadu
OD1165,Vidya,Fruits & Veggies,Fresh Fruits,Viluppuram,12-01-2016,Central,1621,0.33,713.24,Tamil Nadu
OD1166,Sharon,Beverages,Health Drinks,Ooty,8/25/2016,Central,2329,0.33,558.96,Tamil Nadu
OD1167,Jonas,Food Grains,Rice,Madurai,2/18/2015,Central,547,0.12,164.1,Tamil Nadu
OD1168,Vince,"Eggs, Meat & Fish",Fish,Vellore,12/14/2018,Central,1821,0.34,327.78,Tamil Nadu
OD1169,Harish,"Eggs, Meat & Fish",Eggs,Karur,10/15/2016,Central,1717,0.29,669.63,Tamil Nadu
OD1170,Komal,Oil & Masala,Masalas,Ooty,11/13/2016,Central,1231,0.23,258.51,Tamil Nadu
OD1171,Rumaiza,Beverages,Health Drinks,Karur,05-04-2015,East,1055,0.3,94.95,Tamil Nadu
OD1172,Vidya,Snacks,Cookies,Tirunelveli,5/25/2018,East,2274,0.14,977.82,Tamil Nadu
OD1173,Aditi,Food Grains,Organic Staples,Dindigul,06-04-2017,East,683,0.1,293.69,Tamil Nadu
OD1174,Suresh,Food Grains,Organic Staples,Chennai,3/17/2017,East,1365,0.25,163.8,Tamil Nadu
OD1175,Sharon,Oil & Masala,Masalas,Ramanadhapuram,9/25/2016,East,1588,0.29,428.76,Tamil Nadu
OD1176,Ravi,Bakery,Cakes,Ramanadhapuram,03-05-2016,East,1743,0.25,610.05,Tamil Nadu
OD1177,Shah,Beverages,Health Drinks,Dharmapuri,06-04-2017,East,855,0.23,111.15,Tamil Nadu
OD1178,Esther,Snacks,Noodles,Namakkal,5/14/2017,East,1073,0.24,107.3,Tamil Nadu
OD1179,Arutra,"Eggs, Meat & Fish",Eggs,Trichy,3/16/2018,East,1940,0.35,232.8,Tamil Nadu
OD1180,Muneer,Oil & Masala,Edible Oil & Ghee,Ooty,12-06-2016,East,1238,0.31,321.88,Tamil Nadu
OD1181,Harish,Fruits & Veggies,Fresh Fruits,Dharmapuri,1/15/2017,East,2338,0.32,537.74,Tamil Nadu
OD1182,Arvind,"Eggs, Meat & Fish",Fish,Madurai,10-12-2018,East,1919,0.12,594.89,Tamil Nadu
OD1183,Krithika,Fruits & Veggies,Organic Fruits,Perambalur,09-07-2016,East,2008,0.25,301.2,Tamil Nadu
OD1184,Kumar,Beverages,Health Drinks,Tirunelveli,6/30/2018,East,1434,0.27,616.62,Tamil Nadu
OD1185,Roshan,Oil & Masala,Spices,Chennai,7/31/2016,East,1139,0.25,296.14,Tamil Nadu
OD1186,Vidya,"Eggs, Meat & Fish",Eggs,Ooty,9/14/2015,East,1378,0.34,96.46,Tamil Nadu
OD1187,Muneer,"Eggs, Meat & Fish",Fish,Perambalur,11-05-2015,South,2131,0.19,277.03,Tamil Nadu
OD1188,Roshan,Bakery,Cakes,Trichy,07-06-2018,South,1941,0.34,718.17,Tamil Nadu
OD1189,Shree,Bakery,Biscuits,Salem,10/28/2017,South,1879,0.24,93.95,Tamil Nadu
OD1190,Adavan,Bakery,Cakes,Bodi,10/28/2017,South,1770,0.21,88.5,Tamil Nadu
OD1191,Ganesh,Snacks,Noodles,Chennai,10/28/2017,South,613,0.26,49.04,Tamil Nadu
OD1192,James,Oil & Masala,Spices,Bodi,10/20/2018,South,1024,0.18,81.92,Tamil Nadu
OD1193,Arutra,Oil & Masala,Edible Oil & Ghee,Coimbatore,7/28/2015,South,1894,0.24,473.5,Tamil Nadu
OD1194,Veronica,Fruits & Veggies,Fresh Vegetables,Cumbum,3/31/2015,South,723,0.1,65.07,Tamil Nadu
OD1195,Haseena,Beverages,Health Drinks,Bodi,8/13/2016,West,1033,0.15,351.22,Tamil Nadu
OD1196,Sudeep,Oil & Masala,Masalas,Theni,09-04-2017,West,2264,0.28,226.4,Tamil Nadu
OD1197,Jonas,Oil & Masala,Spices,Ramanadhapuram,9/13/2015,West,1574,0.13,94.44,Tamil Nadu
OD1198,Surya,Snacks,Chocolates,Cumbum,10/22/2017,West,2292,0.21,252.12,Tamil Nadu
OD1199,Peer,Food Grains,Atta & Flour,Karur,09-11-2018,West,560,0.24,50.4,Tamil Nadu
OD1200,Kumar,Fruits & Veggies,Fresh Vegetables,Theni,9/24/2018,West,1229,0.32,405.57,Tamil Nadu
OD1201,Hafiz,Food Grains,Atta & Flour,Tirunelveli,10/31/2016,West,2409,0.18,505.89,Tamil Nadu
OD1202,Sharon,Fruits & Veggies,Fresh Fruits,Virudhunagar,08-08-2016,West,2338,0.32,116.9,Tamil Nadu
OD1203,Anu,Snacks,Chocolates,Tirunelveli,09-08-2017,West,505,0.14,45.45,Tamil Nadu
OD1204,Willams,"Eggs, Meat & Fish",Fish,Madurai,09-11-2018,West,775,0.1,341,Tamil Nadu
OD1205,Sharon,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,11/24/2018,West,1888,0.15,415.36,Tamil Nadu
OD1206,Vidya,Oil & Masala,Spices,Trichy,11/24/2018,West,1170,0.27,362.7,Tamil Nadu
OD1207,Mathew,Snacks,Cookies,Salem,4/14/2017,West,858,0.31,77.22,Tamil Nadu
OD1208,Malik,"Eggs, Meat & Fish",Mutton,Salem,10/31/2016,West,1335,0.19,307.05,Tamil Nadu
OD1209,Yusuf,Bakery,Biscuits,Salem,12-11-2017,West,1088,0.2,446.08,Tamil Nadu
OD1210,Ramesh,Beverages,Health Drinks,Ooty,3/22/2017,West,2129,0.13,830.31,Tamil Nadu
OD1211,Suresh,Food Grains,Atta & Flour,Krishnagiri,12-11-2017,West,1120,0.13,56,Tamil Nadu
OD1212,Willams,Food Grains,Rice,Nagercoil,02-11-2015,Central,1209,0.14,60.45,Tamil Nadu
OD1213,Veena,Oil & Masala,Spices,Ooty,11/18/2017,Central,2146,0.27,386.28,Tamil Nadu
OD1214,Verma,Beverages,Health Drinks,Viluppuram,1/16/2018,Central,1717,0.28,412.08,Tamil Nadu
OD1215,Anu,"Eggs, Meat & Fish",Mutton,Kanyakumari,1/29/2018,Central,2290,0.17,938.9,Tamil Nadu
OD1216,Harish,"Eggs, Meat & Fish",Fish,Tenkasi,02-11-2015,Central,2333,0.22,839.88,Tamil Nadu
OD1217,Surya,Snacks,Chocolates,Kanyakumari,09-07-2015,Central,2374,0.21,997.08,Tamil Nadu
OD1218,Mathew,"Eggs, Meat & Fish",Fish,Krishnagiri,09-07-2015,Central,601,0.25,30.05,Tamil Nadu
OD1219,Shree,"Eggs, Meat & Fish",Mutton,Madurai,10/20/2017,Central,1224,0.27,550.8,Tamil Nadu
OD1220,Amrish,Beverages,Health Drinks,Trichy,5/26/2016,Central,764,0.1,114.6,Tamil Nadu
OD1221,Ridhesh,Snacks,Chocolates,Perambalur,8/20/2015,Central,2059,0.15,102.95,Tamil Nadu
OD1222,Surya,Food Grains,Organic Staples,Pudukottai,5/21/2015,Central,2016,0.29,645.12,Tamil Nadu
OD1223,Yusuf,Snacks,Chocolates,Ooty,6/25/2017,Central,1147,0.27,504.68,Tamil Nadu
OD1224,Roshan,Oil & Masala,Edible Oil & Ghee,Vellore,12-01-2017,Central,1973,0.3,848.39,Tamil Nadu
OD1225,Verma,Beverages,Health Drinks,Karur,4/20/2015,Central,2131,0.19,362.27,Tamil Nadu
OD1226,Arvind,Snacks,Chocolates,Krishnagiri,10-03-2015,Central,2187,0.22,131.22,Tamil Nadu
OD1227,Yadav,"Eggs, Meat & Fish",Mutton,Coimbatore,10-09-2018,Central,842,0.29,303.12,Tamil Nadu
OD1228,Ganesh,Beverages,Soft Drinks,Perambalur,9/13/2016,Central,1008,0.12,403.2,Tamil Nadu
OD1229,Arutra,"Eggs, Meat & Fish",Mutton,Namakkal,12-01-2017,Central,2194,0.29,153.58,Tamil Nadu
OD1230,Sheeba,Oil & Masala,Edible Oil & Ghee,Vellore,5/26/2016,Central,2061,0.35,886.23,Tamil Nadu
OD1231,Esther,Oil & Masala,Masalas,Dharmapuri,01-02-2018,Central,1846,0.33,406.12,Tamil Nadu
OD1232,Jackson,Beverages,Soft Drinks,Chennai,4/20/2015,Central,1030,0.29,257.5,Tamil Nadu
OD1233,Esther,Snacks,Noodles,Ooty,09-10-2017,Central,781,0.1,62.48,Tamil Nadu
OD1234,Sharon,Fruits & Veggies,Organic Vegetables,Nagercoil,5/24/2016,Central,751,0.15,127.67,Tamil Nadu
OD1235,Ganesh,Bakery,Cakes,Dindigul,07-12-2016,Central,1753,0.35,385.66,Tamil Nadu
OD1236,Amrish,Fruits & Veggies,Fresh Fruits,Cumbum,5/30/2018,Central,1336,0.26,440.88,Tamil Nadu
OD1237,Harish,Food Grains,Dals & Pulses,Trichy,01-03-2016,Central,1951,0.32,370.69,Tamil Nadu
OD1238,Esther,Snacks,Cookies,Pudukottai,06-07-2015,Central,1857,0.27,501.39,Tamil Nadu
OD1239,Akash,"Eggs, Meat & Fish",Eggs,Tirunelveli,09-08-2018,Central,1211,0.35,72.66,Tamil Nadu
OD1240,James,Bakery,Biscuits,Tirunelveli,07-12-2016,Central,1840,0.26,257.6,Tamil Nadu
OD1241,Sundar,"Eggs, Meat & Fish",Fish,Namakkal,03-05-2016,Central,1401,0.32,280.2,Tamil Nadu
OD1242,Haseena,Bakery,Cakes,Karur,4/28/2017,Central,1238,0.14,544.72,Tamil Nadu
OD1243,Vidya,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,11/19/2018,Central,725,0.29,181.25,Tamil Nadu
OD1244,Vidya,Food Grains,Dals & Pulses,Tenkasi,6/25/2017,Central,789,0.25,181.47,Tamil Nadu
OD1245,Suresh,Fruits & Veggies,Organic Vegetables,Ooty,10/17/2015,Central,1987,0.32,397.4,Tamil Nadu
OD1246,Hussain,Snacks,Noodles,Viluppuram,06-12-2018,Central,598,0.21,47.84,Tamil Nadu
OD1247,Ganesh,Fruits & Veggies,Fresh Fruits,Kanyakumari,12-06-2015,Central,1074,0.17,193.32,Tamil Nadu
OD1248,Komal,"Eggs, Meat & Fish",Fish,Krishnagiri,12-02-2018,Central,2038,0.21,203.8,Tamil Nadu
OD1249,Amy,"Eggs, Meat & Fish",Mutton,Nagercoil,11-06-2018,Central,856,0.17,316.72,Tamil Nadu
OD1250,Ramesh,Bakery,Cakes,Trichy,06-04-2018,Central,976,0.17,409.92,Tamil Nadu
OD1251,Sudeep,"Eggs, Meat & Fish",Mutton,Cumbum,12/16/2015,Central,659,0.28,144.98,Tamil Nadu
OD1252,Suresh,Food Grains,Organic Staples,Karur,7/18/2016,East,1530,0.22,214.2,Tamil Nadu
OD1253,Ravi,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,9/22/2018,East,1224,0.17,97.92,Tamil Nadu
OD1254,Anu,Food Grains,Dals & Pulses,Chennai,3/19/2017,East,1650,0.34,346.5,Tamil Nadu
OD1255,Muneer,Beverages,Health Drinks,Vellore,6/28/2017,East,1109,0.14,221.8,Tamil Nadu
OD1256,Harish,Snacks,Chocolates,Salem,09-03-2017,East,929,0.3,325.15,Tamil Nadu
OD1257,Kumar,"Eggs, Meat & Fish",Eggs,Tenkasi,3/31/2018,East,2074,0.3,601.46,Tamil Nadu
OD1258,Shah,Bakery,Breads & Buns,Namakkal,12-08-2018,East,1774,0.15,212.88,Tamil Nadu
OD1259,Esther,Snacks,Cookies,Virudhunagar,10/31/2015,East,2062,0.15,144.34,Tamil Nadu
OD1260,Aditi,Beverages,Soft Drinks,Madurai,11/25/2015,East,663,0.23,271.83,Tamil Nadu
OD1261,Arutra,Fruits & Veggies,Organic Vegetables,Vellore,09-03-2017,East,2080,0.17,145.6,Tamil Nadu
OD1262,Veronica,Beverages,Soft Drinks,Tirunelveli,9/15/2018,East,622,0.24,37.32,Tamil Nadu
OD1263,Hussain,Fruits & Veggies,Organic Vegetables,Bodi,11-07-2016,East,2087,0.16,166.96,Tamil Nadu
OD1264,Peer,Snacks,Noodles,Virudhunagar,6/24/2018,East,1536,0.22,245.76,Tamil Nadu
OD1265,Mathew,Bakery,Cakes,Dharmapuri,03-06-2018,East,767,0.31,222.43,Tamil Nadu
